chunk_id,section_title,chunk_type,page_number,content,id,title,url,text,source_path,document_id,document_title,authors,publication,year,doi,abstract,top_level_sections
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE5004,Results for employees trained,figure_caption,5,Figure 5 shows the results for employees trained.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE5004,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Figure 5 shows the results for employees trained.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6001,Results for trained employees,paragraph,6,"Individual Results. Using the SAGAT assessments done by the experts, data shows that 6992% of the employees who have taken the training improved the three elements of situational awareness competency, 21% maintained the same overall level before and after the training, and 37% showed a lower level of competency in the post-training SAGAT. Practical SAGAT assessments will be scheduled at the well sites, to foster attainability.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6001,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Individual Results. Using the SAGAT assessments done by the experts, data shows that 6992% of the employees who have taken the training improved the three elements of situational awareness competency, 21% maintained the same overall level before and after the training, and 37% showed a lower level of competency in the post-training SAGAT. Practical SAGAT assessments will be scheduled at the well sites, to foster attainability.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6002,Statistical significance,paragraph,6,"Using the Spearman correlation, Saudi Arabia groups of trainers and employees show statistically a significant correlation, with a rho = 67%. This means that there is a significant correlation between the training of the employees (dependent variable) and the SAGAT assessments (independent variable). As shown in Table 1, based on the standard deviations, there is a homogeneous trend between the training sessions. Also, no outliers were detected.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6002,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Using the Spearman correlation, Saudi Arabia groups of trainers and employees show statistically a significant correlation, with a rho = 67%. This means that there is a significant correlation between the training of the employees (dependent variable) and the SAGAT assessments (independent variable). As shown in Table 1, based on the standard deviations, there is a homogeneous trend between the training sessions. Also, no outliers were detected.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6003,Table 1,table_caption,6,"Saudi Arabia Case Study, Arithmetic Averages and Standard Deviations",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6003,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Saudi Arabia Case Study, Arithmetic Averages and Standard Deviations",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6004,Table 2,table_caption,6,Saudi Arabia Case Study Repeated Measures Statistical Analysis,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6004,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Saudi Arabia Case Study Repeated Measures Statistical Analysis,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6005,Origin of variations,paragraph,6,"Sum of squares
Degrees of freedom
average of the squares
F
Probability
between groups
102,4584
1
102,4584
200,6098
4,70E-40
3,8553
within groups
344,2352
674
0,5107
Total
446,6937
675",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6005,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Sum of squares
Degrees of freedom
average of the squares
F
Probability
between groups
102,4584
1
102,4584
200,6098
4,70E-40
3,8553
within groups
344,2352
674
0,5107
Total
446,6937
675",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6006,Conclusion,paragraph,6,"Since the results show a p value = 4,69E-40, which is less than 0.05 for the different groups, the null hypothesis is rejected. This means that sufficient evidence allows analysts to say that there is a statistically significant difference between the average of pre-training vs. post-training SAGAT scores. In other words, it is highly probable that the improvement in the SAGAT scores can be",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE6006,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Since the results show a p value = 4,69E-40, which is less than 0.05 for the different groups, the null hypothesis is rejected. This means that sufficient evidence allows analysts to say that there is a statistically significant difference between the average of pre-training vs. post-training SAGAT scores. In other words, it is highly probable that the improvement in the SAGAT scores can be",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7001,Unknown,paragraph,7,explained by the training and simulations they were exposed to.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7001,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,explained by the training and simulations they were exposed to.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7002,Unknown,paragraph,7,"As for the consistency of the SAGAT assessments between experts, the coefficient of variation (CoV) showed low levels of dispersion, with CoVs consistently below 30% for the self-assessments, company, and consultant experts.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7002,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"As for the consistency of the SAGAT assessments between experts, the coefficient of variation (CoV) showed low levels of dispersion, with CoVs consistently below 30% for the self-assessments, company, and consultant experts.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7003,Unknown,paragraph,7,Colombia. A global leader in drilling and technology services in the oil and gas industry decided to implement a pilot project of the Permanent Attention solution in its operations in Colombia.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7003,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Colombia. A global leader in drilling and technology services in the oil and gas industry decided to implement a pilot project of the Permanent Attention solution in its operations in Colombia.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7004,Unknown,paragraph,7,"The company operates in more than 20 countries around the world, owns the world's largest fleet of onshore drilling rigs and has a sizeable fleet of offshore drilling rigs and workover rigs.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7004,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"The company operates in more than 20 countries around the world, owns the world's largest fleet of onshore drilling rigs and has a sizeable fleet of offshore drilling rigs and workover rigs.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7005,Unknown,paragraph,7,"The company has a mature, world-class integrated management system, which has brought a continuous performance improvement over the last two decades.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7005,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"The company has a mature, world-class integrated management system, which has brought a continuous performance improvement over the last two decades.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7006,Unknown,paragraph,7,"Statistics show that since 2017, more than 60% of the incidents related to personal injuries were directly related to employees not detecting change, or not understanding the risk associated with the change, or not anticipating where the situation was leading to.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7006,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Statistics show that since 2017, more than 60% of the incidents related to personal injuries were directly related to employees not detecting change, or not understanding the risk associated with the change, or not anticipating where the situation was leading to.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7007,Unknown,figure_caption,7,Figure 6 – Impact of situational awareness in company’s safety performance,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7007,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Figure 6 – Impact of situational awareness in company’s safety performance,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7008,Unknown,paragraph,7,"The objective of the Permanent Attention pilot project was to adapt the solution to the corporate culture, so it can be scaled up to all operations in the world, once statistically meaningful results are achieved in Colombia.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7008,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"The objective of the Permanent Attention pilot project was to adapt the solution to the corporate culture, so it can be scaled up to all operations in the world, once statistically meaningful results are achieved in Colombia.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7009,Unknown,paragraph,7,The program began with a call-for-volunteers within the company to participate in the program.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7009,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,The program began with a call-for-volunteers within the company to participate in the program.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7010,Unknown,paragraph,7,Seventeen volunteers applied and were given study material to demonstrate willingness to learn.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7010,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Seventeen volunteers applied and were given study material to demonstrate willingness to learn.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7011,Unknown,paragraph,7,A knowledge test and their professional profile were used to select the final group of candidates.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7011,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,A knowledge test and their professional profile were used to select the final group of candidates.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7012,Unknown,paragraph,7,Twelve participants were chosen to participate in the Train the Trainers program.,a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7012,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,Twelve participants were chosen to participate in the Train the Trainers program.,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7013,Unknown,paragraph,7,"Training materials were adapted to the company scope, including operational video clips for the SAGAT and a case study.",a-disruptive-approach-to-crm-and-situational-awareness-competenc_PAGE7013,A Disruptive Approach To CRM And Situational Awareness Competencies,C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,"Training materials were adapted to the company scope, including operational video clips for the SAGAT and a case study.",C:\Users\gama_\TFM\etl_data\spe_papers_pdf\SPE_216422_Management_System_A_Disruptive_Approach_To_Crew_Resource_Management_And_Situational_Awareness_Competencies.pdf,a-disruptive-approach-to-crm-and-situational-awareness-competenc,A Disruptive Approach To CRM And Situational Awareness Competencies,"['J.C. Lopez', 'C. Botero', 'G. Miranda', 'F. Aguilera', 'G. Mirdad', 'S. Moynet', 'K. Shehabeldeen', 'A.M. Villalobos', 'A. Alvarado']",,2023,,"Research has shown that lack of non-technical skills contributes to most personal and process safety incidents in high-risk industries. Situational awareness is the most influential non-technical skill. Authors developed a disruptive program called Permanent Attention to generate situational awareness competencies and improve non-technical skills of front-line employees, showing significant improvements in situational awareness competency and CRM acquisition and retention.",[]
